Gene stable ID,Gene description,Gene type,Gene name
ENSG00000248266,novel transcript,lncRNA,
ENSG00000104856,"RELB proto-oncogene, NF-kB subunit [Source:HGNC Symbol;Acc:HGNC:9956]",protein_coding,RELB
ENSG00000236274,zinc finger protein pseudogene,processed_pseudogene,
ENSG00000221227,microRNA 1305 [Source:HGNC Symbol;Acc:HGNC:35303],miRNA,MIR1305
ENSG00000297029,"novel transcript, antisense to THSD4",lncRNA,
ENSG00000242670,ribosomal protein L22 pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:36352],processed_pseudogene,RPL22P13
ENSG00000134853,platelet derived growth factor receptor alpha [Source:HGNC Symbol;Acc:HGNC:8803],protein_coding,PDGFRA
ENSG00000290880,novel transcript,lncRNA,
ENSG00000020129,neurochondrin [Source:HGNC Symbol;Acc:HGNC:17597],protein_coding,NCDN
ENSG00000286575,"novel transcript, antisense to CNNM2and AS3MT",lncRNA,
ENSG00000300159,novel transcript,lncRNA,
ENSG00000300173,novel transcript,lncRNA,
ENSG00000300183,novel transcript,lncRNA,
ENSG00000300184,"novel transcript, antisense to INPP5A",lncRNA,
ENSG00000300219,novel transcript,lncRNA,
ENSG00000205488,CALML3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44682],lncRNA,CALML3-AS1
ENSG00000261131,novel transcript,lncRNA,
ENSG00000280376,novel transcript,TEC,
ENSG00000091651,origin recognition complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:17151],protein_coding,ORC6
ENSG00000228701,TNKS2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:45173],lncRNA,TNKS2-DT
ENSG00000156463,SH3 domain containing ring finger 2 [Source:HGNC Symbol;Acc:HGNC:26299],protein_coding,SH3RF2
ENSG00000305205,family with sequence similarity 88 member D [Source:HGNC Symbol;Acc:HGNC:56160],lncRNA,FAM88D
ENSG00000270557,novel transcript,lncRNA,
ENSG00000104859,CLK4 associating serine/arginine rich protein [Source:HGNC Symbol;Acc:HGNC:17731],protein_coding,CLASRP
ENSG00000251980,"RNA, U6 small nuclear 436, pseudogene [Source:HGNC Symbol;Acc:HGNC:47399]",snRNA,RNU6-436P
ENSG00000271320,novel transcript,lncRNA,
ENSG00000300250,novel transcript,lncRNA,
ENSG00000128714,homeobox D13 [Source:HGNC Symbol;Acc:HGNC:5136],protein_coding,HOXD13
ENSG00000287566,novel transcript,lncRNA,
ENSG00000170178,homeobox D12 [Source:HGNC Symbol;Acc:HGNC:5135],protein_coding,HOXD12
ENSG00000300300,novel transcript,lncRNA,
ENSG00000305240,"novel transcript, antisense to PAX5",lncRNA,
ENSG00000306757,"novel transcript, antisense to KHDRBS3",lncRNA,
ENSG00000305253,novel transcript,lncRNA,
ENSG00000273143,DUSP5 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55154],lncRNA,DUSP5-DT
ENSG00000245910,small nucleolar RNA host gene 6 [Source:HGNC Symbol;Acc:HGNC:32965],lncRNA,SNHG6
ENSG00000305268,novel transcript,lncRNA,
ENSG00000305315,novel transcript,lncRNA,
ENSG00000128713,homeobox D11 [Source:HGNC Symbol;Acc:HGNC:5134],protein_coding,HOXD11
ENSG00000173261,PLAC8 like 1 [Source:HGNC Symbol;Acc:HGNC:31746],protein_coding,PLAC8L1
ENSG00000305334,novel transcript,lncRNA,
ENSG00000140795,myosin light chain kinase 3 [Source:HGNC Symbol;Acc:HGNC:29826],protein_coding,MYLK3
ENSG00000305362,novel transcript,lncRNA,
ENSG00000242364,PRDX5 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:56432],processed_pseudogene,PRDX5P1
ENSG00000285911,Novel transcript,lncRNA,
ENSG00000128710,homeobox D10 [Source:HGNC Symbol;Acc:HGNC:5133],protein_coding,HOXD10
ENSG00000278554,Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017],misc_RNA,Metazoa_SRP
ENSG00000305568,"novel transcript, antisense to LINGO2",lncRNA,
ENSG00000239454,long intergenic non-protein coding RNA 2047 [Source:HGNC Symbol;Acc:HGNC:52887],lncRNA,LINC02047
ENSG00000116819,transcription factor AP-2 epsilon [Source:HGNC Symbol;Acc:HGNC:30774],protein_coding,TFAP2E
ENSG00000305588,"novel transcript, sense intronic to LINGO2",lncRNA,
ENSG00000223738,"heat shock protein 90 alpha family class B member 5, pseudogene [Source:HGNC Symbol;Acc:HGNC:32539]",processed_pseudogene,HSP90AB5P
ENSG00000305613,novel transcript,lncRNA,
ENSG00000305616,"novel transcript, antisense to SPATA31A5",lncRNA,
ENSG00000213452,aldo-keto reductase family 1 member B1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:425],processed_pseudogene,AKR1B1P2
ENSG00000285634,Novel transcript,lncRNA,
ENSG00000251556,novel transcript,lncRNA,
ENSG00000113805,contactin 3 [Source:HGNC Symbol;Acc:HGNC:2173],protein_coding,CNTN3
ENSG00000128709,homeobox D9 [Source:HGNC Symbol;Acc:HGNC:5140],protein_coding,HOXD9
ENSG00000297083,"novel transcript, antisense to THSD4",lncRNA,
ENSG00000297131,novel transcript,lncRNA,
ENSG00000111846,glucosaminyl (N-acetyl) transferase 2 (I blood group) [Source:HGNC Symbol;Acc:HGNC:4204],protein_coding,GCNT2
ENSG00000133706,leucyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:6512],protein_coding,LARS1
ENSG00000297149,novel transcript,lncRNA,
ENSG00000297161,novel transcript,lncRNA,
ENSG00000175879,homeobox D8 [Source:HGNC Symbol;Acc:HGNC:5139],protein_coding,HOXD8
ENSG00000237763,amylase alpha 1A [Source:HGNC Symbol;Acc:HGNC:474],protein_coding,AMY1A
ENSG00000297232,novel transcript,lncRNA,
ENSG00000297264,novel transcript,lncRNA,
ENSG00000286093,novel transcript,lncRNA,
ENSG00000308525,novel transcript,lncRNA,
ENSG00000297267,novel transcript,lncRNA,
ENSG00000128050,phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase [Source:HGNC Symbol;Acc:HGNC:8587],protein_coding,PAICS
ENSG00000261634,PAQR5 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55353],lncRNA,PAQR5-DT
ENSG00000305661,novel transcript,lncRNA,
ENSG00000308531,"novel transcript, antisense to EGLN3",lncRNA,
ENSG00000305664,novel transcript,lncRNA,
ENSG00000258526,novel transcript,lncRNA,
ENSG00000207744,microRNA 10b [Source:HGNC Symbol;Acc:HGNC:31498],miRNA,MIR10B
ENSG00000170166,homeobox D4 [Source:HGNC Symbol;Acc:HGNC:5138],protein_coding,HOXD4
ENSG00000229582,PBX3 divergent transcript [Source:HGNC Symbol;Acc:HGNC:24638],lncRNA,PBX3-DT
ENSG00000297287,novel transcript,lncRNA,
ENSG00000260392,novel transcript,lncRNA,
ENSG00000305689,novel transcript,lncRNA,
ENSG00000305705,novel transcript,lncRNA,
ENSG00000305718,novel transcript,lncRNA,
ENSG00000272729,"novel transcript, antisense to HOXD3",lncRNA,
ENSG00000128645,homeobox D1 [Source:HGNC Symbol;Acc:HGNC:5132],protein_coding,HOXD1
ENSG00000231990,novel transcript,lncRNA,
ENSG00000260782,nuclear factor (erythroid-derived 2)-like 3 (NFE2L3) pseudogene,processed_pseudogene,
ENSG00000155330,chromosome 16 open reading frame 87 [Source:HGNC Symbol;Acc:HGNC:33754],protein_coding,C16orf87
ENSG00000283880,microRNA 7704 [Source:HGNC Symbol;Acc:HGNC:50089],miRNA,MIR7704
ENSG00000279160,TEC,TEC,
ENSG00000259504,novel transcript,lncRNA,
ENSG00000218175,"ribosomal protein, large, P1 (RPLP1) pseudogene",processed_pseudogene,
ENSG00000230384,ribosomal protein SA pseudogene 25 [Source:HGNC Symbol;Acc:HGNC:36405],processed_pseudogene,RPSAP25
ENSG00000297300,novel transcript,lncRNA,
ENSG00000128652,homeobox D3 [Source:HGNC Symbol;Acc:HGNC:5137],protein_coding,HOXD3
ENSG00000241022,NIPA2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:42042],processed_pseudogene,NIPA2P2
ENSG00000297304,novel transcript,lncRNA,
ENSG00000242638,"RNA, 7SL, cytoplasmic 294, pseudogene [Source:HGNC Symbol;Acc:HGNC:46310]",misc_RNA,RN7SL294P
ENSG00000266780,microRNA 4444-2 [Source:HGNC Symbol;Acc:HGNC:43481],miRNA,MIR4444-2
ENSG00000259424,IGF1R antisense imprinted non-protein coding RNA [Source:HGNC Symbol;Acc:HGNC:50365],lncRNA,IRAIN
ENSG00000287398,novel transcript,lncRNA,
ENSG00000213300,heterogeneous nuclear ribonucleoprotein A3 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:48495],processed_pseudogene,HNRNPA3P6
ENSG00000228868,myosin light chain kinase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:7591],unprocessed_pseudogene,MYLKP1
ENSG00000249253,ATP5MC2 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:56523],processed_pseudogene,ATP5MC2P5
ENSG00000197980,"leucine, glutamate and lysine rich 1 [Source:HGNC Symbol;Acc:HGNC:33765]",protein_coding,LEKR1
ENSG00000305767,"novel transcript, antisense to FAM240B",lncRNA,
ENSG00000260889,creatine kinase B pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:1993],processed_pseudogene,CKBP1
ENSG00000297350,novel transcript,lncRNA,
ENSG00000278022,"novel transcript, sense intronic to IGF1R",lncRNA,
ENSG00000144218,ALF transcription elongation factor 3 [Source:HGNC Symbol;Acc:HGNC:6473],protein_coding,AFF3
ENSG00000261725,"origin recognition complex, subunit 3 (ORC3) pseudogene",processed_pseudogene,
ENSG00000254372,novel transcript,lncRNA,
ENSG00000300343,novel transcript,lncRNA,
ENSG00000166123,glutamic--pyruvic transaminase 2 [Source:HGNC Symbol;Acc:HGNC:18062],protein_coding,GPT2
ENSG00000300364,novel transcript,lncRNA,
ENSG00000305775,novel transcript,lncRNA,
ENSG00000297382,novel transcript,lncRNA,
ENSG00000297400,"novel transcript, sense intronic to RP11-566D24.2",lncRNA,
ENSG00000227155,DOCK8 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:55822],lncRNA,DOCK8-AS2
ENSG00000174876,amylase alpha 1B [Source:HGNC Symbol;Acc:HGNC:475],protein_coding,AMY1B
ENSG00000248538,PPP1R3B divergent transcript [Source:HGNC Symbol;Acc:HGNC:56150],lncRNA,PPP1R3B-DT
ENSG00000297422,novel transcript,lncRNA,
ENSG00000300386,novel transcript,lncRNA,
ENSG00000289193,"novel transcript, antisense to COL13A1",lncRNA,
ENSG00000153157,synaptonemal complex protein 2 like [Source:HGNC Symbol;Acc:HGNC:21537],protein_coding,SYCP2L
ENSG00000308583,novel transcript,lncRNA,
ENSG00000280881,novel transcript,lncRNA,
ENSG00000308586,novel transcript,lncRNA,
ENSG00000290690,novel transcript,lncRNA,
ENSG00000205330,olfactory receptor family 6 subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:8355],protein_coding,OR6C1
ENSG00000308593,novel transcript,lncRNA,
ENSG00000300416,novel transcript,lncRNA,
ENSG00000259097,novel transcript,lncRNA,
ENSG00000300468,"novel transcript, sense intronic to ATRNL1",lncRNA,
ENSG00000215009,acyl-CoA synthetase medium chain family member 4 [Source:HGNC Symbol;Acc:HGNC:32016],protein_coding,ACSM4
ENSG00000289585,novel transcript,lncRNA,
ENSG00000300532,novel transcript,lncRNA,
ENSG00000305801,novel transcript,lncRNA,
ENSG00000305822,novel transcript,lncRNA,
ENSG00000144843,ADP-ribosylarginine hydrolase [Source:HGNC Symbol;Acc:HGNC:269],protein_coding,ADPRH
ENSG00000228261,ITPRIP antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:54100],lncRNA,ITPRIP-AS1
ENSG00000287120,novel transcript,lncRNA,
ENSG00000305829,novel transcript,lncRNA,
ENSG00000196503,ADP ribosylation factor like GTPase 9 [Source:HGNC Symbol;Acc:HGNC:23592],protein_coding,ARL9
ENSG00000305833,novel transcript,lncRNA,
ENSG00000300551,"novel transcript, antisense to CDH23",lncRNA,
ENSG00000259142,long intergenic non-protein coding RNA 644 [Source:HGNC Symbol;Acc:HGNC:44297],lncRNA,LINC00644
ENSG00000300559,novel transcript,lncRNA,
ENSG00000076555,acetyl-CoA carboxylase beta [Source:HGNC Symbol;Acc:HGNC:85],protein_coding,ACACB
ENSG00000305836,"novel transcript, antisense to APTX",lncRNA,
ENSG00000300585,novel transcript,lncRNA,
ENSG00000305849,"novel transcript, antisense to APTX",lncRNA,
ENSG00000246084,long intergenic non-protein coding RNA 2325 [Source:HGNC Symbol;Acc:HGNC:53245],lncRNA,LINC02325
ENSG00000234705,high mobility group AT-hook 1 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:39093],lncRNA,HMGA1P4
ENSG00000300601,"novel transcript, antisense to PTPRE",lncRNA,
ENSG00000231326,long intergenic non-protein coding RNA 2662 [Source:HGNC Symbol;Acc:HGNC:54148],lncRNA,LINC02662
ENSG00000179562,GRIP and coiled-coil domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19095],protein_coding,GCC1
ENSG00000236562,IFITM3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54538],processed_pseudogene,IFITM3P1
ENSG00000287383,novel transcript,lncRNA,
ENSG00000221563,microRNA 1269a [Source:HGNC Symbol;Acc:HGNC:35337],miRNA,MIR1269A
ENSG00000305860,novel transcript,lncRNA,
ENSG00000244099,ribosomal protein S23 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:35499],processed_pseudogene,RPS23P3
ENSG00000305866,novel transcript,lncRNA,
ENSG00000293344,ferritin light chain pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:37959],lncRNA,FTLP10
ENSG00000305868,"novel transcript, antisense to SET and PKN3",lncRNA,
ENSG00000290910,pro-platelet basic protein pseudogene 2 [Source:NCBI gene (formerly Entrezgene);Acc:10895],lncRNA,PPBPP2
ENSG00000069345,DnaJ heat shock protein family (Hsp40) member A2 [Source:HGNC Symbol;Acc:HGNC:14884],protein_coding,DNAJA2
ENSG00000269559,"novel transcript, antisense to MTHFD2L",lncRNA,
ENSG00000163644,"protein phosphatase, Mg2+/Mn2+ dependent 1K [Source:HGNC Symbol;Acc:HGNC:25415]",protein_coding,PPM1K
ENSG00000305869,novel transcript,lncRNA,
ENSG00000174844,dynein axonemal heavy chain 12 [Source:HGNC Symbol;Acc:HGNC:2943],protein_coding,DNAH12
ENSG00000207003,"RNA, U6 small nuclear 611, pseudogene [Source:HGNC Symbol;Acc:HGNC:47574]",snRNA,RNU6-611P
ENSG00000291056,septin 7 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:30810],lncRNA,SEPTIN7P9
ENSG00000170684,zinc finger protein 296 [Source:HGNC Symbol;Acc:HGNC:15981],protein_coding,ZNF296
ENSG00000142252,gem nuclear organelle associated protein 7 [Source:HGNC Symbol;Acc:HGNC:20045],protein_coding,GEMIN7
